"Course ","Course Code","Section Fee Type","Course Amount ($)","Course Start Date"
"Body Systems","ANAT-100CE","32430","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","32430","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","32430","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","32430","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","32430","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","32430","350.00","27-May-2019"
"Body Systems","ANAT-100CE","32430","350.00","27-May-2019"
"Body Systems","ANAT-100CE","22365","400.00","31-Oct-2019"
"Body Systems","ANAT-100CE","22365","400.00","31-Oct-2019"
"Body Systems","ANAT-100CE","48335","350.00","10-Sep-2018"
"Body Systems","ANAT-100CE","48335","350.00","04-Feb-2019"
"Body Systems","ANAT-100CE","48335","350.00","04-Feb-2019"
"Body Systems","ANAT-100CE","48335","400.00","08-Feb-2021"
"Body Systems","ANAT-100CE","48335","400.00","14-Sep-2020"
"Body Systems","ANAT-100CE","48335","150.00","30-Jan-2020"
"Body Systems","ANAT-100CE","48335","150.00","30-Jan-2020"
"Body Systems","ANAT-100CE","48335","150.00","07-Apr-2020"
"Body Systems","ANAT-100CE","48335","150.00","07-Apr-2020"
"Body Systems","ANAT-100CE","48335","150.00","07-Apr-2020"
"Body Systems","ANAT-100CE","48335","150.00","07-Apr-2020"
"Body Systems","ANAT-100CE","48335","400.00","21-Sep-2020"
"Body Systems","ANAT-100CE","48335","400.00","21-Sep-2020"
"Body Systems","ANAT-100CE","48335","400.00","21-Sep-2020"
"Body Systems","ANAT-100CE","48335","400.00","21-Sep-2020"
"Body Systems","ANAT-100CE","48335","400.00","21-Sep-2020"
"Body Systems","ANAT-100CE","48335","400.00","04-Jan-2021"
"Body Systems","ANAT-100CE","48335","400.00","04-Jan-2021"
"Body Systems","ANAT-100CE","32301","350.00","16-Jan-2019"
"Body Systems","ANAT-100CE","32301","350.00","16-Jan-2019"
"Body Systems","ANAT-100CE","32301","350.00","16-Jan-2019"
"Body Systems","ANAT-100CE","32301","350.00","16-Jan-2019"
"Body Systems","ANAT-100CE","32301","400.00","24-Feb-2020"
"Body Systems","ANAT-100CE","32301","400.00","24-Feb-2020"
"Body Systems","ANAT-100CE","32301","400.00","24-Feb-2020"
"Body Systems","ANAT-100CE","32301","400.00","24-Feb-2020"
"Body Systems","ANAT-100CE","32301","400.00","24-Feb-2020"
"Body Systems","ANAT-100CE","32301","400.00","01-Sep-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","03-Feb-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","03-Feb-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","03-Feb-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","03-Feb-2020"
"Body Systems","ANAT-100CE","48335","400.00","04-Jan-2021"
"Body Systems","ANAT-100CE","48335","400.00","04-Jan-2021"
"Body Systems","ANAT-100CE","48335","400.00","22-Mar-2021"
"Body Systems","ANAT-100CE","48335","400.00","22-Mar-2021"
"Body Systems","ANAT-100CE","48335","400.00","22-Mar-2021"
"Body Systems","ANAT-100CE","48335","400.00","22-Mar-2021"
"Body Systems","ANAT-100CE","48335","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","09-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","09-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","09-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","09-Sep-2019"
"Body Systems","ANAT-100CE","48335","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","48335","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","48335","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","48335","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","48335","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","48335","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","48335","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","48335","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","48335","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","48335","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","48335","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","48335","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","48335","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","48335","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","48335","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","48335","400.00","30-Mar-2020"
"Body Systems","ANAT-100CE","48335","400.00","03-Feb-2020"
"Body Systems","ANAT-100CE","48335","400.00","03-Feb-2020"
"Body Systems","ANAT-100CE","48335","400.00","03-Feb-2020"
"Body Systems","ANAT-100CE","48335","400.00","03-Feb-2020"
"Body Systems","ANAT-100CE","48335","350.00","07-Jan-2019"
"Body Systems","ANAT-100CE","48335","350.00","07-Jan-2019"
"Body Systems","ANAT-100CE","48335","350.00","07-Jan-2019"
"Body Systems","ANAT-100CE","48335","350.00","24-Sep-2018"
"Body Systems","ANAT-100CE","48335","350.00","24-Sep-2018"
"Body Systems","ANAT-100CE","48335","350.00","24-Sep-2018"
"Body Systems","ANAT-100CE","48335","350.00","24-Sep-2018"
"Body Systems","ANAT-100CE","48335","350.00","01-Apr-2019"
"Body Systems","ANAT-100CE","48335","350.00","01-Apr-2019"
"Body Systems","ANAT-100CE","48335","350.00","01-Apr-2019"
"Body Systems","ANAT-100CE","48335","350.00","10-Sep-2018"
"Body Systems","ANAT-100CE","48335","350.00","10-Sep-2018"
"Body Systems","ANAT-100CE","Administration Fee","400.00","21-Sep-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","21-Sep-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","21-Sep-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","21-Sep-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","21-Sep-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","04-Jan-2021"
"Body Systems","ANAT-100CE","Administration Fee","400.00","04-Jan-2021"
"Body Systems","ANAT-100CE","Administration Fee","400.00","04-Jan-2021"
"Body Systems","ANAT-100CE","Administration Fee","400.00","04-Jan-2021"
"Body Systems","ANAT-100CE","Administration Fee","400.00","22-Mar-2021"
"Body Systems","ANAT-100CE","Administration Fee","400.00","22-Mar-2021"
"Body Systems","ANAT-100CE","Administration Fee","400.00","22-Mar-2021"
"Body Systems","ANAT-100CE","Administration Fee","400.00","22-Mar-2021"
"Body Systems","ANAT-100CE","Administration Fee","400.00","14-Sep-2020"
"Body Systems","ANAT-100CE","Administration Fee","150.00","30-Jan-2020"
"Body Systems","ANAT-100CE","Administration Fee","150.00","30-Jan-2020"
"Body Systems","ANAT-100CE","Administration Fee","150.00","07-Apr-2020"
"Body Systems","ANAT-100CE","Administration Fee","150.00","07-Apr-2020"
"Body Systems","ANAT-100CE","Administration Fee","150.00","07-Apr-2020"
"Body Systems","ANAT-100CE","Administration Fee","150.00","07-Apr-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","01-Sep-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","08-Feb-2021"
"Body Systems","ANAT-100CE","Administration Fee","400.00","27-May-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","27-May-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","27-May-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","27-May-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","27-May-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","27-May-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","27-May-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","01-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","24-Feb-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","24-Feb-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","24-Feb-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","24-Feb-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","24-Feb-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","31-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","31-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","31-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","31-Oct-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","23-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","09-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","09-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","09-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","09-Sep-2019"
"Body Systems","ANAT-100CE","Administration Fee","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","06-Jan-2020"
"Body Systems","ANAT-100CE","Administration Fee","400.00","06-Jan-2020"
"Bookkeeping 1","BKPG-1600","39812","595.00","19-Apr-2021"
"Bookkeeping 1","BKPG-1600","39812","595.00","19-Apr-2021"
"Bookkeeping 1","BKPG-1600","39812","595.00","19-Apr-2021"
"Bookkeeping 1","BKPG-1600","39812","595.00","19-Apr-2021"
"Bookkeeping 1","BKPG-1600","39812","595.00","19-Apr-2021"
"Bookkeeping 1","BKPG-1600","39812","530.00","29-Apr-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","29-Apr-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","29-Apr-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","05-Feb-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","05-Feb-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","05-Feb-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","05-Feb-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","05-Feb-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","05-Feb-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","01-Oct-2018"
"Bookkeeping 1","BKPG-1600","39812","530.00","01-Oct-2018"
"Bookkeeping 1","BKPG-1600","39812","530.00","01-Oct-2018"
"Bookkeeping 1","BKPG-1600","39812","530.00","01-Oct-2018"
"Bookkeeping 1","BKPG-1600","39812","560.00","23-Sep-2019"
"Bookkeeping 1","BKPG-1600","39812","560.00","23-Sep-2019"
"Bookkeeping 1","BKPG-1600","39812","560.00","23-Sep-2019"
"Bookkeeping 1","BKPG-1600","39812","560.00","23-Sep-2019"
"Bookkeeping 1","BKPG-1600","39812","560.00","04-Feb-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","04-Feb-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","04-Feb-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","04-Feb-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","27-Apr-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","27-Apr-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","27-Apr-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","27-Apr-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","23-Sep-2019"
"Bookkeeping 1","BKPG-1600","39812","560.00","23-Sep-2019"
"Bookkeeping 1","BKPG-1600","39812","560.00","23-Sep-2019"
"Bookkeeping 1","BKPG-1600","39812","560.00","23-Sep-2019"
"Bookkeeping 1","BKPG-1600","39812","560.00","23-Sep-2019"
"Bookkeeping 1","BKPG-1600","39812","560.00","04-Feb-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","04-Feb-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","04-Feb-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","09-Mar-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","09-Mar-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","09-Mar-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","09-Mar-2020"
"Bookkeeping 1","BKPG-1600","39812","595.00","21-Sep-2020"
"Bookkeeping 1","BKPG-1600","39812","595.00","21-Sep-2020"
"Bookkeeping 1","BKPG-1600","39812","595.00","21-Sep-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","27-Apr-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","27-Apr-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","04-Feb-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","04-Feb-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","04-Feb-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","27-Apr-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","27-Apr-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","27-Apr-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","27-Apr-2020"
"Bookkeeping 1","BKPG-1600","39812","560.00","27-Apr-2020"
"Bookkeeping 1","BKPG-1600","39812","530.00","01-Oct-2018"
"Bookkeeping 1","BKPG-1600","39812","530.00","01-Oct-2018"
"Bookkeeping 1","BKPG-1600","39812","530.00","01-Oct-2018"
"Bookkeeping 1","BKPG-1600","39812","530.00","29-Apr-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","29-Apr-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","29-Apr-2019"
"Bookkeeping 1","BKPG-1600","39812","530.00","29-Apr-2019"
"Bookkeeping 1","BKPG-1600","39812","595.00","21-Sep-2020"
"Bookkeeping 1","BKPG-1600","39812","595.00","21-Sep-2020"
"Bookkeeping 1","BKPG-1600","39812","595.00","21-Sep-2020"
"Bookkeeping 1","BKPG-1600","39812","595.00","02-Feb-2021"
"Bookkeeping 1","BKPG-1600","39812","595.00","02-Feb-2021"
"Bookkeeping 1","BKPG-1600","39812","595.00","02-Feb-2021"
"Bookkeeping 1","BKPG-1600","39812","595.00","02-Feb-2021"
"Bookkeeping 1","BKPG-1600","39812","595.00","02-Feb-2021"
"Bookkeeping 1","BKPG-1600","39812","595.00","02-Feb-2021"
"Bookkeeping 1","BKPG-1600","39812","595.00","19-Apr-2021"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","10-Mar-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","10-Mar-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","10-Mar-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","08-Mar-2021"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","08-Mar-2021"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","08-Mar-2021"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","08-Mar-2021"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","08-Mar-2021"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","12-Mar-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","12-Mar-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","12-Mar-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","12-Mar-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","12-Mar-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","12-Mar-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","03-Nov-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","03-Nov-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","04-Nov-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","10-Mar-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","10-Mar-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","10-Mar-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","10-Mar-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","10-Mar-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","03-Jun-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","03-Jun-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","03-Jun-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","03-Jun-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","03-Jun-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","03-Jun-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","03-Jun-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","03-Jun-2019"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","01-Jun-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","01-Jun-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","01-Jun-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","01-Jun-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","01-Jun-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","01-Jun-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","01-Jun-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","01-Jun-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","01-Jun-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","560.00","01-Jun-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","05-Nov-2018"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","05-Nov-2018"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","05-Nov-2018"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","08-Mar-2021"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","25-May-2021"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","25-May-2021"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","03-Nov-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","03-Nov-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","03-Nov-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","595.00","03-Nov-2020"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","05-Nov-2018"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","05-Nov-2018"
"Bookkeeping 2 - Payroll, Taxes","BKPG-1601","39812","530.00","05-Nov-2018"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","07-Oct-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","07-Oct-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","07-Oct-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","07-Oct-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","02-Mar-2020"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","02-Mar-2020"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","02-Mar-2020"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","02-Mar-2020"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","04-May-2020"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","04-May-2020"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","04-May-2020"
"Boosting Your Website Traffic","UGC-1610","39640","259.80","04-May-2020"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","01-Oct-2018"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","01-Oct-2018"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","01-Oct-2018"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","01-Oct-2018"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","01-Oct-2018"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","01-Oct-2018"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","06-May-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","06-May-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","06-May-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","06-May-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","06-May-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","06-May-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","04-Mar-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","04-Mar-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","04-Mar-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","04-Mar-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","04-Mar-2019"
"Boosting Your Website Traffic","UGC-1610","39640","259.67","04-Mar-2019"
"Boosting Your Website Traffic","UGC-1610","39640","265.80","05-Oct-2020"
"Boosting Your Website Traffic","UGC-1610","39640","265.80","05-Oct-2020"
"Boosting Your Website Traffic","UGC-1610","39640","265.80","05-Oct-2020"
"Breakfast and Dairy","CKNG-187CE","48762","445.00","06-May-2019"
"Breakfast and Dairy","CKNG-187CE","48762","445.00","06-May-2019"
"Breakfast and Dairy","CKNG-187CE","48762","445.00","06-May-2019"
"Breakfast and Dairy","CKNG-187CE","48762","445.00","06-May-2019"
"Building Sales Relationships ","TRSL-1223","48984","249.52","15-May-2020"
"Building Sales Relationships ","TRSL-1223","48984","249.52","15-May-2020"
"Building Sales Relationships ","TRSL-1223","48984","249.52","01-Sep-2020"
"Building Sales Relationships ","TRSL-1223","48984","249.52","04-May-2021"
"Building Sales Relationships ","TRSL-1223","48984","249.52","01-Jan-2021"
"Building Sales Relationships ","TRSL-1223","48984","249.52","01-Jan-2021"
"Building Sales Relationships ","TRSL-1223","48984","249.52","04-May-2021"
"Building Sales Relationships ","TRSL-1223","48984","249.52","01-Sep-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","22-Apr-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","22-Apr-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","22-Apr-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","31-Aug-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","31-Aug-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","31-Aug-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","09-Sep-2019"
"Business Communications","BCOM-105CE","Administration Fee","610.00","09-Sep-2019"
"Business Communications","BCOM-105CE","Administration Fee","610.00","09-Sep-2019"
"Business Communications","BCOM-105CE","Administration Fee","610.00","09-Sep-2019"
"Business Communications","BCOM-105CE","Administration Fee","610.00","09-Sep-2019"
"Business Communications","BCOM-105CE","Administration Fee","610.00","09-Sep-2019"
"Business Communications","BCOM-105CE","Administration Fee","610.00","09-Sep-2019"
"Business Communications","BCOM-105CE","Administration Fee","610.00","09-Sep-2019"
"Business Communications","BCOM-105CE","Administration Fee","610.00","28-Apr-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","28-Apr-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","28-Apr-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","28-Apr-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","28-Apr-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","28-Apr-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","31-Aug-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","31-Aug-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","05-Oct-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","05-Oct-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","05-Oct-2020"
"Business Communications","BCOM-105CE","Administration Fee","610.00","05-Oct-2020"
